time_s,node,x,y,z,error_m
0.1,54,135.000353767,-77.941654762,0,3.79974179837e-10
0.1,55,165.000290906,-77.9415882,0,2.21639218233e-10
0.1,56,195.000312939,-77.941419493,0,5.97476389046e-10
0.1,57,225.000334969,-77.941370725,0,4.10962266716e-10
0.1,58,255.000357008,-77.941219811,0,5.98892648212e-10
0.1,59,285.00029416,-77.941077789,0,6.45124082318e-10
0.1,60,315.000316204,-77.940944666,0,2.97649664013e-10
0.1,61,0.00042444,-103.923032212,0,4.47694620895e-10
0.1,62,30.000427476,-103.922870099,0,5.10803108033e-10
0.1,63,60.000430514,-103.922716881,0,4.93764683744e-10
0.1,64,90.000433553,-103.922683603,0,3.81696009051e-10
0.1,65,120.000436594,-103.922548178,0,6.305503635e-10
0.1,66,150.000439637,-103.922421651,0,2.11837352243e-10
0.1,67,180.000442682,-103.92230402,0,4.92912488889e-10
0.1,68,210.00044573,-103.922195285,0,5.0420201868e-10
0.1,69,240.000448781,-103.922095447,0,4.36034028405e-10
0.1,70,270.000451838,-103.921893462,0,5.15634376673e-10
0.1,71,300.000454896,-103.921811417,0,5.8188257382e-10
0.1,72,330.000457956,-103.921738268,0,1.72309426269e-10
0.1,73,-14.999482699,-129.903863411,0,2.16847037002e-10
0.1,74,15.000501351,-129.903752371,0,4.68677444379e-10
0.1,75,45.000485404,-129.903539184,0,5.11812072573e-10
0.1,76,75.000554346,-129.903445939,0,4.33814699279e-10
0.1,77,105.0005384,-129.903361589,0,4.56265492811e-10
0.1,78,135.000522459,-129.903175094,0,2.50411604451e-10
0.1,79,165.000506518,-129.903108538,0,4.50644236237e-10
0.1,80,195.000490581,-129.902939835,0,8.12583581676e-11
0.1,81,225.000559532,-129.902891075,0,6.06995330526e-10
0.1,82,255.000543602,-129.902740167,0,2.9265342882e-10
0.1,83,285.000527674,-129.902598155,0,5.89103504118e-10
0.1,84,315.000511751,-129.902465041,0,3.29610657044e-10
0.1,85,0.000594212,-155.884554638,0,2.51707170542e-10
0.1,86,30.000644165,-155.884392526,0,3.04896108974e-10
0.1,87,60.000609232,-155.88423931,0,4.85118325041e-10
0.1,88,90.000659188,-155.884206035,0,1.40662933617e-10
0.1,89,120.000624259,-155.884070614,0,1.30588386776e-10
0.1,90,150.000589332,-155.88394409,0,6.58587414268e-10
0.1,91,180.000639294,-155.883826464,0,4.14721747123e-10
0.1,92,210.000604371,-155.883717734,0,4.788750847e-10
0.1,93,240.000654339,-155.883617905,0,3.75312163039e-10
0.1,94,270.000619426,-155.883415927,0,2.87927663073e-10
0.1,95,300.0006694,-155.883333891,0,1.82300389211e-10
0.1,96,330.00063449,-155.88326075,0,5.83712990522e-10
0.1,97,-14.999293942,-181.86538794,0,3.45413515881e-10
0.1,98,15.000737023,-181.865276901,0,2.85956692979e-10
0.1,99,45.00076799,-181.865063718,0,3.48107635174e-10
0.1,100,75.000714071,-181.864970473,0,4.1111664046e-10
0.1,101,105.000745041,-181.864886128,0,4.8583250999e-10
0.1,102,135.000691127,-181.864699635,0,6.51537179737e-10
0.1,103,165.0007221,-181.864633084,0,5.76976620175e-10
0.1,104,195.000753078,-181.864464389,0,2.03021783235e-10
0.1,105,225.000699169,-181.864415632,0,5.80509772116e-10
0.1,106,255.000730153,-181.864264732,0,1.09807772269e-09
0.1,107,285.000761139,-181.864122731,0,3.97284343599e-10
0.1,108,315.000707243,-181.863989625,0,3.6986451981e-10
0.1,109,0.000848868,-207.846081271,0,1.36320628682e-10
0.1,110,30.000860846,-207.84591916,0,4.22780043191e-10
0.1,111,60.000872825,-207.845765947,0,5.51387101123e-10
0.1,112,90.000799919,-207.845732674,0,4.99712746209e-10
0.1,113,120.000811901,-207.845597257,0,3.86892257544e-10
0.1,114,150.000823886,-207.845470739,0,3.04038206141e-10
0.1,115,180.000835873,-207.845353119,0,4.46235510297e-10
0.1,116,210.000847862,-207.845244396,0,1.4684036225e-10
0.1,117,240.000859855,-207.845144571,0,2.04712023931e-10
0.1,118,270.000871854,-207.844942603,0,2.23579156389e-10
0.1,119,300.000798965,-207.844860572,0,7.29795130885e-10
0.1,120,330.000810972,-207.8446764,0,5.23796810368e-10
14.221050787,121,-14.9996340286,-85.5385065077,30,3.15568215573e-09
24.442101572,121,0.000848866689578,-208.038462445,30,1.51883386441e-08
26.442101567,121,0.00072153918962,-178.03846243,30,7.38789868192e-09
28.442101563,121,0.000594210689673,-148.038463819,30,2.49330795262e-09
30.442101561,121,0.000466881689637,-118.038466598,30,3.22162964386e-09
32.442101559,121,0.000381995689645,-88.0384707888,30,1.6816667355e-09
34.442101558,121,0.000254664189646,-58.0384763781,30,1.03719647887e-09
36.442101557,121,0.000127332189659,-28.0384278564,30,4.45258466251e-09
38.442101557,121,-1.31036097074e-09,1.96161927027,30,3.22346345946e-09
40.442101557,121,-0.00012733531037,31.961609466,30,6.27920917628e-09
42.455895312,121,14.9998037876,49.4616380583,30,8.2170272261e-09
44.469689067,121,29.9998447251,36.9616772769,30,8.44949176807e-09
46.469689067,121,29.9999794607,6.9616873182,30,7.23111328689e-09
48.469689067,121,30.0001141902,-23.0383040535,30,1.22427328753e-09
50.469689066,121,30.0002489172,-53.0382968232,30,1.9631085339e-09
52.469689065,121,30.0003411972,-83.038291003,30,2.76371549791e-09
54.469689063,121,30.0004334747,-113.038286581,30,1.11968483574e-09
56.46968906,121,30.0005681937,-143.03828356,30,5.38524957995e-09
58.469689057,121,30.0007029097,-173.038281951,30,1.39379954173e-09
60.469689053,121,30.0008376237,-203.038281741,30,8.37244944452e-10
62.483482804,121,45.0009130527,-220.538214739,30,6.62611252867e-09
64.497276555,121,60.0008288413,-208.03814713,30,6.44186138627e-09
66.49727655,121,60.0006867432,-178.038147109,30,2.34676109239e-09
68.497276546,121,60.0005870832,-148.038148492,30,3.05268031207e-09
70.497276544,121,60.0004874192,-118.038151261,30,9.14754224029e-09
72.497276542,121,60.0003877512,-88.0381554466,30,8.82042491299e-09
74.49727654,121,60.0002456347,-58.0381610449,30,1.5241399993e-09
76.497276539,121,60.0001035142,-28.0381680383,30,1.50558612382e-09
78.497276539,121,60.0000038342,1.96182357053,30,7.32324429347e-09
80.497276539,121,59.9999041502,31.9618137694,30,1.19815966822e-08
82.511070293,121,74.9998054144,49.4618889887,30,1.5541927801e-08
84.524864048,121,89.9998313038,36.9619748338,30,1.18416498682e-08
86.524864047,121,89.9999808327,6.96192936321,30,2.39464607708e-08
88.524864047,121,90.0000879092,-23.0381175356,30,1.46687315089e-08
90.524864046,121,90.0001949807,-53.0381103113,30,1.25764143127e-08
92.524864044,121,90.0003444907,-83.038104482,30,2.10502360196e-08
94.524864042,121,90.0004515507,-113.038100066,30,2.00090480403e-08
96.524864039,121,90.0005586047,-143.038097051,30,2.18119853894e-08
98.524864036,121,90.0007080967,-173.038095451,30,1.13438310705e-08
100.524864031,121,90.0008151392,-203.038095238,30,1.65520238805e-08
102.538657782,121,105.000877955,-220.538037147,30,9.26696327016e-09
104.552451532,121,120.000851263,-208.037978442,30,4.92238187742e-09
106.552451527,121,120.000736839,-178.037978415,30,2.51418209185e-09
108.552451523,121,120.000622404,-148.037979793,30,5.17682183218e-10
110.55245152,121,120.000507962,-118.037982571,30,6.80651424339e-10
112.552451518,121,120.000393512,-88.037986747,30,4.31428988937e-09
114.552451516,121,120.000236611,-58.0379923334,30,2.52560375999e-09
116.552451515,121,120.000079702,-28.0379993149,30,9.84295940855e-09
118.552451514,121,119.999965231,1.96204780892,30,8.62305212918e-09
120.552451513,121,119.999850752,31.9620935227,30,3.26013792391e-09
122.566245267,121,134.999807057,49.4621043364,30,1.14167770405e-08
124.580039021,121,149.999860339,36.9621257757,30,2.2252583518e-08
126.58003902,121,149.999982218,6.96213581097,30,2.40381174562e-08
128.580039019,121,150.000104087,-23.0378555608,30,2.49925511606e-08
130.580039018,121,150.000225947,-53.0378483455,30,1.88470980311e-08
132.580039016,121,150.000347798,-83.0378425282,30,1.96408517556e-08
134.580039013,121,150.00046964,-113.037838109,30,2.68424089203e-08
136.58003901,121,150.000591473,-143.037835103,30,2.44886724665e-08
138.580039006,121,150.000713297,-173.037833494,30,2.69286896396e-08
140.580039001,121,150.000835111,-203.03783329,30,2.81852712318e-08
142.881747276,121,165.000820738,-205.537783723,30,3.19671346497e-08
145.183455551,121,180.000702055,-178.037734272,30,1.79341932955e-09
147.183455547,121,180.000572846,-148.037735634,30,7.13853748304e-09
149.183455543,121,180.000443625,-118.03773841,30,3.08425083874e-09
151.18345554,121,180.000356838,-88.0377425857,30,2.84701282782e-09
153.183455538,121,180.00027004,-58.0377481599,30,9.06394332555e-09
155.183455536,121,180.000140787,-28.0377551471,30,5.86291267245e-09
157.183455535,121,180.000011525,1.96229198858,30,9.28811608292e-09
159.183455533,121,179.999882252,31.9623377023,30,2.77925087054e-09
161.197249286,121,194.999808709,49.4623951504,30,9.83777164764e-09
163.211043039,121,209.999846935,36.9624076882,30,1.62097489204e-08
165.211043037,121,209.999983607,6.96236219957,30,2.20038283824e-08
167.211043036,121,210.000120269,-23.0376291901,30,1.29163393997e-08
169.211043034,121,210.000214474,-53.0376219749,30,1.22095457011e-08
171.211043031,121,210.000308666,-83.0376161548,30,2.09384466678e-08
173.211043028,121,210.000445291,-113.03761175,30,2.06108556783e-08
175.211043024,121,210.000581903,-143.037608744,30,2.55214880568e-08
177.211043019,121,210.000676059,-173.037607139,30,3.09805473737e-08
179.211043014,121,210.000812646,-203.037606953,30,2.09567016026e-08
181.512751288,121,225.000820721,-205.537566289,30,1.87381711042e-08
183.814459562,121,240.00070974,-178.037470185,30,1.50919353117e-08
185.814459557,121,240.0006082,-148.037416023,30,1.69395956613e-08
187.814459552,121,240.000464201,-118.037418799,30,9.27503245597e-09
189.814459549,121,240.000362632,-88.0374229569,30,1.47931057312e-08
191.814459546,121,240.000261049,-58.0374285311,30,1.34988205022e-08
193.814459544,121,240.000117008,-28.0374355034,30,1.631909109e-08
195.814459541,121,239.999972953,1.96255610221,30,9.68616149829e-09
197.814459539,121,239.999871328,31.962546313,30,9.37579166976e-09
199.82825329,121,254.999810379,49.4625948665,30,9.27115043999e-09
201.842047041,121,269.999833543,36.9626540281,30,1.48776024501e-08
203.842047039,121,269.99994257,6.96266404532,30,1.50251729328e-08
205.842047037,121,270.000094024,-23.0373273503,30,1.05080982955e-08
207.842047034,121,270.000245462,-53.0373201439,30,1.07757210745e-08
209.84204703,121,270.00035444,-83.0373143327,30,1.75282299603e-08
211.842047026,121,270.000463403,-113.037309934,30,1.87452305438e-08
213.842047022,121,270.00057235,-143.037306949,30,1.22185355497e-08
215.842047016,121,270.000681281,-173.03730535,30,1.81610118043e-08
217.84204701,121,270.000790196,-203.03730517,30,1.15703808106e-08
220.143755283,121,285.000820734,-205.537273394,30,2.37489805311e-08
222.445463556,121,300.00071743,-178.0372417,30,1.86665805965e-08
224.44546355,121,300.000601114,-148.037243065,30,1.4958265037e-08
226.445463545,121,300.000484781,-118.037245817,30,1.52539568181e-08
228.44546354,121,300.00036843,-88.0372499809,30,1.56860677021e-08
230.445463536,121,300.000252062,-58.0372555431,30,1.55289213059e-08
232.445463533,121,300.000135677,-28.0372625034,30,1.53073246999e-08
234.44546353,121,300.000019274,1.96272912338,30,1.53796034174e-08
236.445463527,121,299.99986041,31.962719343,30,1.53763005301e-08
238.459257276,121,314.999769608,49.4628145315,30,1.00802029232e-08
240.473051025,121,329.999820173,36.9629203158,30,2.02948746434e-08
242.473051022,121,329.999943993,6.96293032104,30,1.86136296646e-08
244.473051018,121,330.000067795,-23.0370610687,30,2.42890835735e-08
246.473051014,121,330.000191575,-53.0371093924,30,2.59392036978e-08
248.47305101,121,330.000315336,-83.0371591262,30,2.34921244876e-08
250.473051005,121,330.000439081,-113.037154737,30,2.60477440237e-08
252.473051,121,330.000562807,-143.037151764,30,1.92595954867e-08
254.473050993,121,330.000686514,-173.037150176,30,2.44105229702e-08
256.473050986,121,330.000810202,-203.037150005,30,1.97094588106e-08
258.473050982,121,330.000872042,-218.037150266,30,2.03705666654e-08
