time_s,node,x,y,z,error_m
0.1,54,135.000353767,-77.941654762,0,3.79974179837e-10
0.1,55,165.000290906,-77.9415882,0,2.21639218233e-10
0.1,56,195.000312939,-77.941419493,0,5.97476389046e-10
0.1,57,225.000334969,-77.941370725,0,4.10962266716e-10
0.1,58,255.000357008,-77.941219811,0,5.98892648212e-10
0.1,59,285.00029416,-77.941077789,0,6.45124082318e-10
0.1,60,315.000316204,-77.940944666,0,2.97649664013e-10
0.1,61,0.00042444,-103.923032212,0,4.47694620895e-10
0.1,62,30.000427476,-103.922870099,0,5.10803108033e-10
0.1,63,60.000430514,-103.922716881,0,4.93764683744e-10
0.1,64,90.000433553,-103.922683603,0,3.81696009051e-10
0.1,65,120.000436594,-103.922548178,0,6.305503635e-10
0.1,66,150.000439637,-103.922421651,0,2.11837352243e-10
0.1,67,180.000442682,-103.92230402,0,4.92912488889e-10
0.1,68,210.00044573,-103.922195285,0,5.0420201868e-10
0.1,69,240.000448781,-103.922095447,0,4.36034028405e-10
0.1,70,270.000451838,-103.921893462,0,5.15634376673e-10
0.1,71,300.000454896,-103.921811417,0,5.8188257382e-10
0.1,72,330.000457956,-103.921738268,0,1.72309426269e-10
0.1,73,-14.999482699,-129.903863411,0,2.16847037002e-10
0.1,74,15.000501351,-129.903752371,0,4.68677444379e-10
0.1,75,45.000485404,-129.903539184,0,5.11812072573e-10
0.1,76,75.000554346,-129.903445939,0,4.33814699279e-10
0.1,77,105.0005384,-129.903361589,0,4.56265492811e-10
0.1,78,135.000522459,-129.903175094,0,2.50411604451e-10
0.1,79,165.000506518,-129.903108538,0,4.50644236237e-10
0.1,80,195.000490581,-129.902939835,0,8.12583581676e-11
0.1,81,225.000559532,-129.902891075,0,6.06995330526e-10
0.1,82,255.000543602,-129.902740167,0,2.9265342882e-10
0.1,83,285.000527674,-129.902598155,0,5.89103504118e-10
0.1,84,315.000511751,-129.902465041,0,3.29610657044e-10
0.1,85,0.000594212,-155.884554638,0,2.51707170542e-10
0.1,86,30.000644165,-155.884392526,0,3.04896108974e-10
0.1,87,60.000609232,-155.88423931,0,4.85118325041e-10
0.1,88,90.000659188,-155.884206035,0,1.40662933617e-10
0.1,89,120.000624259,-155.884070614,0,1.30588386776e-10
0.1,90,150.000589332,-155.88394409,0,6.58587414268e-10
0.1,91,180.000639294,-155.883826464,0,4.14721747123e-10
0.1,92,210.000604371,-155.883717734,0,4.788750847e-10
0.1,93,240.000654339,-155.883617905,0,3.75312163039e-10
0.1,94,270.000619426,-155.883415927,0,2.87927663073e-10
0.1,95,300.0006694,-155.883333891,0,1.82300389211e-10
0.1,96,330.00063449,-155.88326075,0,5.83712990522e-10
0.1,97,-14.999293942,-181.86538794,0,3.45413515881e-10
0.1,98,15.000737023,-181.865276901,0,2.85956692979e-10
0.1,99,45.00076799,-181.865063718,0,3.48107635174e-10
0.1,100,75.000714071,-181.864970473,0,4.1111664046e-10
0.1,101,105.000745041,-181.864886128,0,4.8583250999e-10
0.1,102,135.000691127,-181.864699635,0,6.51537179737e-10
0.1,103,165.0007221,-181.864633084,0,5.76976620175e-10
0.1,104,195.000753078,-181.864464389,0,2.03021783235e-10
0.1,105,225.000699169,-181.864415632,0,5.80509772116e-10
0.1,106,255.000730153,-181.864264732,0,1.09807772269e-09
0.1,107,285.000761139,-181.864122731,0,3.97284343599e-10
0.1,108,315.000707243,-181.863989625,0,3.6986451981e-10
0.1,109,0.000848868,-207.846081271,0,1.36320628682e-10
0.1,110,30.000860846,-207.84591916,0,4.22780043191e-10
0.1,111,60.000872825,-207.845765947,0,5.51387101123e-10
0.1,112,90.000799919,-207.845732674,0,4.99712746209e-10
0.1,113,120.000811901,-207.845597257,0,3.86892257544e-10
0.1,114,150.000823886,-207.845470739,0,3.04038206141e-10
0.1,115,180.000835873,-207.845353119,0,4.46235510297e-10
0.1,116,210.000847862,-207.845244396,0,1.4684036225e-10
0.1,117,240.000859855,-207.845144571,0,2.04712023931e-10
0.1,118,270.000871854,-207.844942603,0,2.23579156389e-10
0.1,119,300.000798965,-207.844860572,0,7.29795130885e-10
0.1,120,330.000810972,-207.8446764,0,5.23796810368e-10
74.157880903,121,-14.9996340315,-85.5385064812,30,2.35150937841e-08
150.815761786,121,0.000848864911706,-208.038462414,30,4.58380148435e-08
165.815761753,121,0.000721540003806,-178.038462437,30,9.61969756145e-10
180.815761726,121,0.000594211503814,-148.038463818,30,1.13530406388e-09
195.815761708,121,0.000466882503807,-118.0384666,30,1.16322700429e-09
210.815761694,121,0.000381996503801,-88.0384707847,30,2.59641152952e-09
225.815761685,121,0.000254665003821,-58.0384763795,30,1.7379979751e-09
240.81576168,121,0.000127333003832,-28.0384278573,30,5.29442156702e-09
255.815761678,121,-4.96160833373e-10,1.96161926086,30,6.33512834094e-09
270.815761676,121,-0.000127334496163,31.9616094541,30,5.70116067113e-09
285.919214839,121,14.9998037925,49.4616380502,30,1.3288017097e-09
301.022668002,121,29.999844729,36.9616772682,30,1.42472642098e-09
316.022668002,121,29.9999794615,6.96168730749,30,3.55088719266e-09
331.022668,121,30.000114191,-23.0383040552,30,1.27804935943e-09
346.022667994,121,30.000248918,-53.0382968259,30,9.98151908816e-10
361.022667985,121,30.000341198,-83.0382910007,30,3.28772024984e-10
376.022667971,121,30.0004334755,-113.038286576,30,4.76861239612e-09
391.022667951,121,30.0005681945,-143.038283558,30,7.10109485382e-09
406.022667926,121,30.0007029105,-173.038281947,30,4.74443361923e-09
421.022667895,121,30.0008376245,-203.038281735,30,5.73044385462e-09
436.126121029,121,45.000913051,-220.538214738,30,5.89318418863e-09
451.229574161,121,60.0008288431,-208.038147132,30,3.9020789564e-09
466.229574126,121,60.0006867441,-178.038147115,30,3.61286149186e-09
481.229574099,121,60.0005870841,-148.038148497,30,7.26211976219e-09
496.229574077,121,60.0004874201,-118.038151286,30,1.52212711446e-08
511.229574062,121,60.0003877521,-88.0381554709,30,1.55518231479e-08
526.229574052,121,60.0002456356,-58.0381610563,30,1.23746853341e-08
541.229574045,121,60.0001035151,-28.0381680456,30,8.21656666518e-09
556.229574041,121,60.0000038351,1.96182356121,30,2.07168009966e-09
571.22957404,121,59.9999041511,31.961813762,30,4.63474472058e-09
586.3330272,121,74.9998054237,49.4618889778,30,1.26704501404e-09
601.436480359,121,89.9998313057,36.9619748238,30,1.84147685636e-09
616.436480356,121,89.9999808336,6.96192934271,30,3.42635714987e-09
631.436480351,121,90.0000879101,-23.0381175446,30,5.61595946163e-09
646.436480342,121,90.0001949816,-53.0381103114,30,1.25103786071e-08
661.436480331,121,90.0003444916,-83.038104484,30,1.90291933858e-08
676.436480316,121,90.0004515516,-113.038100066,30,1.94804433258e-08
691.436480296,121,90.0005586056,-143.038097056,30,1.62891361246e-08
706.436480269,121,90.0007080976,-173.038095449,30,1.33018818856e-08
721.436480234,121,90.0008151401,-203.038095244,30,1.05227657351e-08
736.539933364,121,105.000877961,-220.538037151,30,5.91581191058e-09
751.643386492,121,120.000851266,-208.037978447,30,1.19703104583e-09
766.643386455,121,120.000736839,-178.037978416,30,1.66416767674e-09
781.643386425,121,120.000622404,-148.037979791,30,1.99129628141e-09
796.643386403,121,120.000507962,-118.037982565,30,5.17169172328e-09
811.643386385,121,120.000393512,-88.0379867548,30,3.76033059183e-09
826.643386371,121,120.000236611,-58.0379923408,30,5.22238793091e-09
841.643386361,121,120.000079702,-28.0379993287,30,4.15734863154e-09
856.643386355,121,119.999965231,1.96204779655,30,3.93578026692e-09
871.64338635,121,119.999850752,31.9620935138,30,5.88939021072e-09
886.746839505,121,134.999807064,49.4621043224,30,4.31908499273e-09
901.850292659,121,149.999860334,36.9621257569,30,2.99329538947e-09
916.850292653,121,149.999982213,6.96213578915,30,1.77821236553e-09
931.850292645,121,150.000104083,-23.0378555846,30,8.06403932636e-10
946.850292634,121,150.000225943,-53.0378483623,30,1.57032047077e-09
961.85029262,121,150.000347794,-83.037842544,30,3.38433919358e-09
976.850292601,121,150.000469636,-113.037838133,30,2.1606092258e-09
991.850292576,121,150.000591469,-143.037835128,30,1.27598866666e-09
1006.85029255,121,150.000713292,-173.037833519,30,2.21570774308e-09
1021.85029251,121,150.000835107,-203.037833317,30,1.12536646597e-09
1039.11310457,121,165.000820728,-205.53778375,30,4.10187534506e-09
1056.37591663,121,180.000702056,-178.037734278,30,5.79376844975e-09
1071.3759166,121,180.000572846,-148.037735652,30,1.05672237657e-08
1086.37591657,121,180.000443626,-118.037738421,30,8.85726287755e-09
1101.37591655,121,180.000356838,-88.0377425977,30,9.58208601312e-09
1116.37591653,121,180.00027004,-58.0377481744,30,5.63196226138e-09
1131.37591652,121,180.000140788,-28.0377551551,30,2.38849847534e-09
1146.37591651,121,180.000011526,1.96229197709,30,2.41164240089e-09
1161.3759165,121,179.999882253,31.9623377013,30,3.63128560695e-09
1176.47936965,121,194.999808711,49.4623951389,30,3.90763093303e-09
1191.58282279,121,209.999846928,36.962407674,30,1.97144047521e-09
1206.58282278,121,209.999983601,6.96236217881,30,1.28286569254e-09
1221.58282277,121,210.000120263,-23.0376291999,30,2.20802529058e-09
1236.58282275,121,210.000214467,-53.0376219827,30,3.3707987917e-09
1251.58282273,121,210.00030866,-83.0376161716,30,3.57723525523e-09
1266.58282271,121,210.000445284,-113.037611766,30,4.72360124119e-09
1281.58282268,121,210.000581896,-143.03760876,30,9.32065147976e-09
1296.58282265,121,210.000676052,-173.03760716,30,9.8341550358e-09
1311.5828226,121,210.000812639,-203.03760697,30,2.73983493421e-09
1328.84563466,121,225.00082071,-205.537566308,30,4.14984471809e-09
1346.10844671,121,240.000709726,-178.037470205,30,9.2845712595e-09
1361.10844668,121,240.00060819,-148.037416051,30,1.35439984171e-08
1376.10844664,121,240.000464191,-118.037418817,30,1.70286286338e-08
1391.10844662,121,240.000362622,-88.0374229817,30,1.33786868002e-08
1406.10844659,121,240.000261039,-58.0374285514,30,1.0928547994e-08
1421.10844658,121,240.000116998,-28.0374355327,30,1.62679150665e-08
1436.10844656,121,239.999972943,1.9625560799,30,2.20307973233e-08
1451.10844655,121,239.999871317,31.9625462847,30,2.81630635094e-08
1466.21189968,121,254.999810371,49.462594844,30,1.63421316009e-08
1481.31535281,121,269.999833534,36.9626540136,30,2.85937968867e-09
1496.31535279,121,269.99994256,6.96266403584,30,2.54572497854e-09
1511.31535278,121,270.000094014,-23.0373273532,30,2.17897855889e-09
1526.31535275,121,270.000245452,-53.0373201518,30,2.81962740948e-09
1541.31535273,121,270.000354429,-83.0373143526,30,5.15284502857e-09
1556.3153527,121,270.000463393,-113.037309953,30,2.91272665776e-09
1571.31535266,121,270.00057234,-143.037306958,30,1.58153707935e-09
1586.31535262,121,270.000681271,-173.037305369,30,3.09045703552e-09
1601.31535257,121,270.000790186,-203.037305178,30,1.82942468693e-09
1618.57816462,121,285.000820719,-205.537273407,30,4.40587972627e-09
1635.84097667,121,300.000717414,-178.037241717,30,5.89781472931e-09
1650.84097662,121,300.000601098,-148.037243069,30,5.88389596808e-09
1665.84097658,121,300.000484764,-118.037245825,30,6.84094487146e-09
1680.84097655,121,300.000368413,-88.0372499884,30,1.22307658595e-08
1695.84097652,121,300.000252045,-58.0372555496,30,1.12125334768e-08
1710.8409765,121,300.00013566,-28.0372625169,30,1.09788593872e-08
1725.84097647,121,300.000019258,1.96272911387,30,7.45771889596e-09
1740.84097645,121,299.999860394,31.9627193364,30,7.00155797698e-09
1755.94442957,121,314.999769599,49.4628145193,30,5.7881626508e-09
1771.04788269,121,329.999820157,36.9629203033,30,1.94104889002e-09
1786.04788266,121,329.999943977,6.96293031157,30,1.83509414285e-09
1801.04788264,121,330.000067779,-23.0370610842,30,3.81923119528e-09
1816.04788261,121,330.000191559,-53.0371094104,30,3.65757956615e-09
1831.04788258,121,330.00031532,-83.0371591387,30,5.89884653744e-09
1846.04788254,121,330.000439065,-113.037154754,30,4.4600376879e-09
1861.0478825,121,330.000562791,-143.037151775,30,1.43541584355e-09
1876.04788245,121,330.000686498,-173.037150191,30,4.50103162168e-09
1891.04788239,121,330.000810186,-203.037150012,30,6.74918039448e-09
1899.54788236,121,330.000872026,-218.037150282,30,2.42713206905e-09
